Wall time,Step,Value
1490307795.70633,117436,0.9604519605636597
1490307996.106921,198368,0.9699012637138367
1490308196.304878,281974,0.9564012289047241
1490308296.460981,324137,0.950362503528595
1490308396.615562,366396,0.898187518119812
1490308496.655381,408418,0.8708149194717407
1490308597.249587,451009,0.8583730459213257
1490308697.303005,492308,0.9239112734794617
1490309198.005443,702714,0.7819525003433228
1490309398.369304,787518,0.8774499893188477
1490309498.493573,828229,0.7441344857215881
1490309598.713741,869940,0.7311927080154419
1490309899.395552,997307,0.6893404722213745
1490309999.420401,1036629,0.8387874960899353
1490310199.627439,1116648,0.8262050151824951
1490310400.19946,1195925,0.8144850134849548
1490310800.758555,1361514,0.5792301893234253
1490310900.98595,1403860,0.5635931491851807
1490311000.997413,1445916,0.5518690943717957
1490311101.236612,1488640,0.5389174222946167
1490311201.319921,1530931,0.5239089727401733
1490311301.402809,1573485,0.75533127784729
1490311401.449124,1616157,0.747979998588562
1490311501.574159,1658191,0.487509161233902
1490311601.622673,1700598,0.47338929772377014
1490311701.67925,1743288,0.4611479640007019
1490311901.804126,1827951,0.7148125171661377
1490312001.997127,1870599,0.4193773865699768
1490312102.228632,1912738,0.4077795147895813
1490312302.678251,1998096,0.6891237497329712
1490312402.823997,2040382,0.427667498588562
1490312603.199592,2125641,0.34215736389160156
1490312803.385869,2210603,0.6552612781524658
1490312903.538508,2252889,0.36768025159835815
1490313103.672666,2337827,0.6350937485694885
1490313203.877194,2380218,0.2618906497955322
1490313304.168638,2422594,0.6222274899482727
1490313404.45817,2465331,0.6151962280273438
1490314506.008084,2931567,0.17707374691963196
1490314606.282192,2974254,0.5365325212478638
1490314806.934438,3058845,0.1415327489376068
1490315207.678986,3228721,0.009997525252401829
1490315407.905981,3313541,0.4999987483024597
1490315608.027943,3398381,0.009997525252401829
1490315708.206275,3440750,0.4999987483024597
1490315808.484417,3483395,0.009997525252401829
1490315908.596549,3525878,0.009997525252401829
1490316008.614692,3568330,0.009997525252401829
1490316208.897233,3653362,0.009997525252401829
1490316308.983517,3695611,0.4999987483024597
1490316409.214235,3738121,0.009997525252401829
1490316509.510081,3780483,0.4999987483024597
1490316609.728505,3822843,0.09999775141477585
1490316709.765004,3865490,0.4999987483024597
1490316909.98382,3950297,0.4999987483024597
1490317010.192493,3992858,0.4999987483024597
1490317310.860956,4120162,0.4999987483024597
1490317511.068924,4204991,0.4999987483024597
1490317611.217804,4247763,0.09999775141477585
1490317711.485814,4289980,0.4999987483024597
1490318011.715403,4417295,0.009997525252401829
1490318111.955359,4460169,0.009997525252401829
1490318211.981423,4502490,0.4999987483024597
1490318312.189413,4544685,0.4999987483024597
1490318812.721459,4756752,0.009997525252401829
1490318912.858598,4799283,0.4999987483024597
1490319113.16134,4883977,0.009997525252401829
1490319714.124309,5139050,0.009997525252401829
1490319814.169805,5181375,0.4999987483024597
1490319914.25672,5224151,0.009997525252401829
1490320114.559755,5308606,0.4999987483024597
1490320415.046894,5436049,0.09999775141477585
1490320615.448964,5520782,0.09999775141477585
1490320715.541387,5563204,0.009997525252401829
1490320815.748572,5605834,0.4999987483024597
1490321016.032122,5690586,0.009997525252401829
1490321216.4382,5775323,0.4999987483024597
1490321317.023038,5818137,0.4999987483024597
1490321417.043632,5860493,0.4999987483024597
1490321517.177573,5902783,0.4999987483024597
1490321617.362657,5945467,0.009997525252401829
1490321717.427163,5987912,0.09999775141477585
1490322018.086745,6115207,0.009997525252401829
1490322118.34144,6157628,0.009997525252401829
1490322218.399286,6200277,0.009997525252401829
1490322418.725221,6285072,0.009997525252401829
1490322518.810388,6327843,0.009997525252401829
1490322819.055979,6454983,0.009997525252401829
1490322919.182756,6496912,0.4999987483024597
1490323019.245354,6539386,0.4999987483024597
1490323119.510391,6582059,0.4999987483024597
1490323219.60378,6624212,0.4999987483024597
1490323419.882884,6709333,0.4999987483024597
1490323520.260852,6751585,0.4999987483024597
1490323620.523921,6793988,0.009997525252401829
1490323920.904998,6921199,0.4999987483024597
1490324121.014787,7005554,0.4999987483024597
1490324221.11688,7048155,0.09999775141477585
1490324421.407742,7132882,0.09999775141477585
1490324521.542375,7175563,0.4999987483024597
1490324721.916452,7260027,0.4999987483024597
1490324922.397276,7345013,0.009997525252401829
1490325022.662767,7387408,0.009997525252401829
1490325122.792786,7429958,0.4999987483024597
1490325222.943867,7472197,0.4999987483024597
1490325423.0432,7556836,0.4999987483024597
1490325523.045011,7599143,0.4999987483024597
1490325623.262272,7641594,0.009997525252401829
1490325723.281046,7683892,0.09999775141477585
1490325923.637962,7769045,0.4999987483024597
1490326023.808416,7811242,0.4999987483024597
1490326123.997744,7853580,0.009997525252401829
1490326224.024156,7896112,0.009997525252401829
1490326324.185642,7938360,0.4999987483024597
1490326424.291959,7980702,0.09999775141477585
1490326624.584973,8065678,0.009997525252401829
1490326724.633513,8107817,0.4999987483024597
1490326824.814977,8150344,0.09999775141477585
1490326924.950175,8192593,0.009997525252401829
1490327125.100593,8277378,0.09999775141477585
1490327325.691249,8362307,0.09999775141477585
1490327425.755886,8404530,0.4999987483024597
1490327525.987155,8446958,0.4999987483024597
1490327626.097474,8489493,0.009997525252401829
1490327926.658846,8616762,0.009997525252401829
1490328026.687387,8659127,0.4999987483024597
1490328227.056052,8743856,0.4999987483024597
1490328527.499329,8870842,0.4999987483024597
1490328627.554813,8912967,0.4999987483024597
1490328927.852854,9039949,0.4999987483024597
1490329028.142481,9082565,0.4999987483024597
1490329328.605825,9209908,0.009997525252401829
1490329428.845124,9252225,0.4999987483024597
1490329528.9438,9294321,0.009997525252401829
1490329629.084632,9336921,0.009997525252401829
1490329729.386916,9379267,0.4999987483024597
1490329829.447366,9421422,0.009997525252401829
1490329929.705092,9463989,0.4999987483024597
1490330230.369766,9591052,0.4999987483024597
1490330430.500819,9675520,0.009997525252401829
1490330530.798811,9717913,0.4999987483024597
1490330631.01085,9760035,0.4999987483024597
1490330731.242193,9802493,0.4999987483024597
1490330831.292435,9844805,0.4999987483024597
1490331031.575478,9929401,0.009997525252401829
1490331131.74771,9971784,0.4999987483024597
1490331231.875182,10014106,0.09999775141477585
1490331331.918009,10056618,0.4999987483024597
1490331632.29325,10183658,0.09999775141477585
1490331732.449546,10226027,0.4999987483024597
1490331832.699861,10268405,0.009997525252401829
1490332033.086414,10352920,0.4999987483024597
1490332133.283839,10395212,0.009997525252401829
1490332233.554052,10438029,0.4999987483024597
1490332333.777338,10479976,0.4999987483024597
1490332633.834237,10607158,0.4999987483024597
1490332834.467027,10691951,0.009997525252401829
1490333535.476395,10988389,0.009997525252401829
1490333735.950548,11073411,0.009997525252401829
1490333936.318493,11158055,0.09999775141477585
1490334537.441578,11412483,0.009997525252401829
1490334838.13531,11539937,0.009997525252401829
1490334938.145266,11582047,0.4999987483024597
1490335038.210086,11624563,0.009997525252401829
1490335238.609314,11709179,0.009997525252401829
1490335338.842364,11751701,0.4999987483024597
1490335539.266275,11836401,0.009997525252401829
1490335639.325828,11878837,0.4999987483024597
1490335940.741598,12006462,0.4999987483024597
1490336040.912939,12049027,0.09999775141477585
1490336241.001472,12133569,0.4999987483024597
1490336341.115835,12175996,0.4999987483024597
1490336641.483139,12302606,0.4999987483024597
1490336741.745963,12344972,0.4999987483024597
1490336841.978055,12387363,0.009997525252401829
1490336942.117857,12429595,0.009997525252401829
1490337042.342292,12472055,0.009997525252401829
1490337142.492112,12514538,0.4999987483024597
1490337242.750186,12556763,0.4999987483024597
1490337342.76863,12599275,0.009997525252401829
1490337442.786041,12641648,0.009997525252401829
1490337542.87674,12683836,0.4999987483024597
1490337743.425039,12768857,0.009997525252401829
1490337943.579402,12853419,0.009997525252401829
1490338043.828513,12895777,0.009997525252401829
1490338444.693945,13065550,0.009997525252401829
1490338545.159086,13108105,0.4999987483024597
1490338745.327572,13192701,0.4999987483024597
1490338845.609042,13235465,0.09999775141477585
1490338945.843725,13277621,0.4999987483024597
1490339146.261955,13362673,0.009997525252401829
1490339346.566502,13446965,0.4999987483024597
1490339446.60848,13489126,0.4999987483024597
1490339747.303078,13616298,0.009997525252401829
1490340047.874146,13743022,0.4999987483024597
1490340248.352578,13827879,0.009997525252401829
1490340348.6514,13869976,0.009997525252401829
1490340548.898501,13954825,0.009997525252401829
1490340649.04095,13996960,0.009997525252401829
1490340949.781451,14124092,0.4999987483024597
1490341049.798237,14166546,0.4999987483024597
1490341150.095039,14209161,0.4999987483024597
1490341350.524674,14293715,0.09999775141477585
1490341450.601044,14335962,0.4999987483024597
1490341550.801191,14378026,0.4999987483024597
1490341650.985917,14420748,0.009997525252401829
1490341751.259593,14462832,0.009997525252401829
1490341851.277061,14504838,0.4999987483024597
1490341951.430595,14547385,0.009997525252401829
1490342051.523447,14589510,0.009997525252401829
1490342251.883187,14674310,0.4999987483024597
1490342351.986078,14716313,0.009997525252401829
1490342552.295617,14801023,0.09999775141477585
1490342953.073318,14969834,0.009997525252401829
1490343053.344782,15012382,0.4999987483024597
1490343153.435443,15054586,0.09999775141477585
1490343253.65954,15097006,0.09999775141477585
1490343454.063302,15181539,0.4999987483024597
1490343554.124105,15223617,0.09999775141477585
1490343754.222869,15307756,0.4999987483024597
1490343954.760678,15392339,0.09999775141477585
1490344154.962301,15476875,0.4999987483024597
1490344255.163531,15519251,0.009997525252401829
1490344355.448879,15561214,0.4999987483024597
